filename,compound,neg,neu,pos,VERB,NOUN,PRON,ADJ,ADV,ADP,CONJ,DET,NUM,PRT,X,.,perc_not_in_aspell,avg_suggestion_length,entities_per_sentence,entities_per_word,avg_tree_height
clueweb12-0001wb-78-24777,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
clueweb12-0108wb-00-18313,-0.21,0.12,0.85,0.03,0.19,0.28,0.04,0.07,0.06,0.08,0.05,0.07,0.00,0.02,0.00,0.14,0.06,28.06,0.68,0.03,2.53
clueweb12-0111wb-72-17887,-0.13,0.14,0.75,0.11,0.19,0.29,0.05,0.07,0.04,0.11,0.02,0.10,0.00,0.03,0.00,0.09,0.07,25.26,0.79,0.03,2.68
clueweb12-1409wb-50-09848,-0.10,0.14,0.75,0.12,0.19,0.29,0.05,0.09,0.03,0.10,0.03,0.05,0.01,0.03,0.00,0.11,0.04,25.00,0.35,0.02,2.33
clueweb12-1505wb-38-18757,0.06,0.07,0.78,0.14,0.24,0.20,0.10,0.08,0.08,0.10,0.00,0.07,0.00,0.03,0.00,0.08,0.12,50.14,0.25,0.02,2.25
clueweb12-1106wb-96-20271,0.18,0.00,0.90,0.10,0.15,0.28,0.03,0.16,0.04,0.06,0.07,0.08,0.01,0.02,0.00,0.09,0.03,5.67,0.00,0.00,2.00
clueweb12-1209wb-62-17161,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
clueweb12-0111wb-11-19456,0.09,0.03,0.86,0.11,0.16,0.33,0.02,0.07,0.04,0.12,0.04,0.08,0.01,0.03,0.00,0.10,0.09,32.52,1.21,0.05,2.61
clueweb12-0600wb-37-25560,0.12,0.02,0.91,0.07,0.19,0.24,0.07,0.09,0.04,0.10,0.04,0.06,0.01,0.03,0.00,0.13,0.04,26.44,0.26,0.01,2.16
clueweb12-1215wb-93-05151,0.14,0.04,0.79,0.17,0.13,0.41,0.03,0.10,0.01,0.09,0.04,0.06,0.02,0.03,0.00,0.10,0.12,33.11,0.60,0.02,2.33
clueweb12-0011wb-84-30168,-0.04,0.11,0.80,0.09,0.20,0.21,0.10,0.06,0.05,0.10,0.03,0.11,0.01,0.04,0.00,0.08,0.04,49.75,0.29,0.02,2.24
clueweb12-0809wb-73-00548,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
clueweb12-1100wb-41-15661,-0.45,0.19,0.81,0.00,0.08,0.32,0.01,0.11,0.10,0.14,0.04,0.10,0.00,0.00,0.00,0.10,0.10,43.00,0.25,0.01,2.25
clueweb12-0204wb-66-00167,0.17,0.04,0.83,0.13,0.15,0.31,0.05,0.07,0.05,0.08,0.04,0.10,0.02,0.03,0.00,0.12,0.03,26.94,0.70,0.03,2.48
clueweb12-0008wb-94-14649,0.21,0.03,0.89,0.08,0.14,0.29,0.02,0.09,0.04,0.16,0.03,0.07,0.02,0.02,0.00,0.11,0.08,23.70,0.86,0.03,2.57
clueweb12-1110wb-85-04594,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
clueweb12-1211wb-40-27932,-0.04,0.05,0.88,0.07,0.16,0.32,0.01,0.10,0.03,0.09,0.05,0.10,0.00,0.03,0.00,0.11,0.01,20.50,1.16,0.05,2.58
clueweb12-1609wb-01-01285,0.02,0.07,0.86,0.08,0.15,0.27,0.02,0.10,0.04,0.12,0.03,0.12,0.01,0.02,0.00,0.11,0.04,30.04,0.17,0.01,2.16
clueweb12-1210wb-95-08939,0.25,0.03,0.85,0.12,0.13,0.37,0.01,0.08,0.04,0.12,0.03,0.10,0.02,0.02,0.00,0.08,0.04,34.33,1.23,0.06,2.54
clueweb12-1715wb-92-05444,-0.18,0.12,0.82,0.04,0.18,0.29,0.05,0.08,0.04,0.11,0.03,0.10,0.03,0.02,0.00,0.07,0.07,31.17,0.89,0.04,2.55
clueweb12-0901wb-51-09070,0.37,0.00,0.77,0.23,0.18,0.25,0.10,0.03,0.05,0.08,0.01,0.08,0.05,0.03,0.00,0.14,0.07,37.12,0.25,0.02,2.12
clueweb12-0407wb-63-27010,0.21,0.04,0.82,0.14,0.15,0.32,0.04,0.09,0.03,0.11,0.02,0.10,0.01,0.03,0.00,0.10,0.03,35.79,0.70,0.03,2.42
clueweb12-1313wb-18-25219,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
clueweb12-1207wb-57-13197,-0.03,0.08,0.85,0.07,0.19,0.22,0.09,0.06,0.07,0.10,0.04,0.08,0.02,0.03,0.00,0.10,0.08,29.32,0.75,0.04,2.50
clueweb12-1112wb-47-08215,0.30,0.00,0.87,0.13,0.16,0.29,0.08,0.11,0.03,0.09,0.06,0.08,0.00,0.04,0.00,0.07,0.00,0.00,0.43,0.02,2.29
clueweb12-0310wb-34-23554,-0.04,0.04,0.94,0.02,0.17,0.33,0.01,0.06,0.03,0.09,0.03,0.11,0.01,0.03,0.00,0.13,0.04,17.33,0.95,0.05,2.57
clueweb12-0101wb-76-07159,0.11,0.04,0.87,0.08,0.14,0.26,0.05,0.07,0.06,0.10,0.02,0.08,0.02,0.04,0.00,0.14,0.10,39.06,0.52,0.02,2.32
clueweb12-0003wb-56-25655,0.05,0.06,0.84,0.09,0.18,0.22,0.10,0.06,0.06,0.09,0.05,0.07,0.02,0.03,0.00,0.12,0.08,24.38,0.36,0.02,2.25
clueweb12-1900tw-17-14110,0.11,0.05,0.83,0.09,0.18,0.26,0.07,0.09,0.06,0.09,0.03,0.07,0.02,0.03,0.00,0.10,0.03,28.78,0.25,0.01,2.19
clueweb12-1000tw-18-01166,0.55,0.01,0.68,0.31,0.11,0.50,0.01,0.06,0.01,0.09,0.04,0.05,0.04,0.02,0.00,0.08,0.08,33.57,1.18,0.04,2.73
clueweb12-1201wb-37-10870,0.02,0.04,0.94,0.02,0.14,0.35,0.02,0.05,0.04,0.17,0.03,0.13,0.00,0.03,0.00,0.05,0.01,40.00,0.20,0.01,2.20
clueweb12-1910wb-59-02597,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
clueweb12-0111wb-70-17458,-0.06,0.08,0.87,0.05,0.16,0.29,0.02,0.08,0.05,0.10,0.04,0.10,0.01,0.03,0.00,0.12,0.01,18.40,0.39,0.02,2.32
clueweb12-0501wb-95-15566,0.06,0.01,0.96,0.03,0.15,0.40,0.06,0.04,0.01,0.13,0.01,0.08,0.00,0.01,0.00,0.13,0.15,19.87,1.89,0.17,2.94
clueweb12-1902wb-06-01812,0.01,0.06,0.86,0.08,0.21,0.19,0.11,0.07,0.06,0.07,0.04,0.10,0.01,0.04,0.00,0.09,0.02,26.88,0.10,0.01,2.07
clueweb12-1802wb-09-01942,0.03,0.10,0.81,0.09,0.10,0.33,0.05,0.09,0.03,0.09,0.04,0.05,0.01,0.02,0.00,0.19,0.18,27.70,0.96,0.04,2.35
clueweb12-0906wb-60-00760,0.22,0.02,0.90,0.08,0.19,0.21,0.07,0.15,0.02,0.13,0.00,0.12,0.00,0.03,0.00,0.08,0.03,21.67,0.60,0.03,2.60
clueweb12-1809wb-41-16130,-0.18,0.08,0.89,0.03,0.13,0.33,0.01,0.08,0.03,0.11,0.04,0.09,0.00,0.05,0.00,0.12,0.06,32.44,1.42,0.06,2.84
clueweb12-0106wb-89-18113,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
clueweb12-1116wb-19-04914,-0.10,0.11,0.82,0.07,0.18,0.23,0.10,0.07,0.06,0.08,0.04,0.07,0.01,0.03,0.00,0.12,0.04,31.72,0.39,0.02,2.20
clueweb12-0103wb-66-25294,0.53,0.00,0.88,0.12,0.10,0.36,0.00,0.15,0.00,0.08,0.03,0.08,0.01,0.01,0.00,0.17,0.11,25.12,3.50,0.10,3.00
clueweb12-1912wb-62-32428,-0.00,0.05,0.91,0.04,0.13,0.27,0.04,0.10,0.04,0.11,0.03,0.05,0.07,0.01,0.00,0.16,0.10,37.19,0.20,0.01,2.18
clueweb12-1217wb-36-28333,0.27,0.00,0.95,0.05,0.07,0.48,0.01,0.02,0.01,0.14,0.02,0.11,0.02,0.02,0.00,0.10,0.20,23.66,3.71,0.10,2.86
clueweb12-1107wb-15-17011,0.10,0.02,0.92,0.06,0.05,0.44,0.02,0.06,0.01,0.12,0.03,0.07,0.05,0.01,0.00,0.14,0.13,40.45,3.66,0.11,2.83
clueweb12-1200wb-03-22083,0.25,0.05,0.78,0.17,0.13,0.30,0.06,0.09,0.06,0.09,0.04,0.08,0.01,0.03,0.00,0.12,0.07,31.45,0.69,0.03,2.44
clueweb12-0409wb-72-26387,0.20,0.07,0.77,0.15,0.19,0.25,0.05,0.09,0.05,0.11,0.03,0.08,0.01,0.04,0.00,0.10,0.04,37.83,0.61,0.02,2.35
clueweb12-0301wb-10-26871,0.03,0.07,0.86,0.07,0.17,0.27,0.04,0.09,0.06,0.11,0.04,0.08,0.02,0.03,0.00,0.11,0.05,29.05,0.80,0.04,2.40
clueweb12-1707wb-19-10290,-0.15,0.13,0.82,0.06,0.15,0.30,0.06,0.09,0.05,0.08,0.03,0.06,0.02,0.03,0.00,0.14,0.05,40.40,0.55,0.03,2.29
clueweb12-1206wb-30-07013,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
clueweb12-1308wb-91-01485,-0.06,0.08,0.87,0.05,0.15,0.36,0.06,0.08,0.04,0.08,0.05,0.06,0.00,0.05,0.00,0.07,0.06,33.00,0.50,0.02,2.38
clueweb12-1412wb-35-15777,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
clueweb12-0502wb-22-23835,0.28,0.03,0.89,0.08,0.17,0.31,0.02,0.06,0.04,0.12,0.03,0.12,0.01,0.03,0.00,0.09,0.07,27.34,2.18,0.06,2.91
clueweb12-0305wb-74-29461,0.12,0.06,0.83,0.11,0.16,0.24,0.07,0.10,0.05,0.10,0.04,0.08,0.01,0.04,0.00,0.10,0.04,30.79,0.17,0.01,2.16
clueweb12-1206wb-74-09711,0.01,0.08,0.86,0.06,0.19,0.22,0.09,0.07,0.08,0.11,0.04,0.08,0.02,0.04,0.00,0.08,0.04,45.75,0.38,0.02,2.33
clueweb12-1807wb-61-15647,0.11,0.09,0.77,0.13,0.14,0.34,0.02,0.09,0.03,0.06,0.06,0.06,0.01,0.02,0.00,0.18,0.03,23.42,0.57,0.03,2.43
clueweb12-0103wb-03-29806,-0.03,0.09,0.82,0.09,0.17,0.28,0.03,0.09,0.05,0.09,0.05,0.08,0.01,0.02,0.00,0.13,0.03,31.14,0.38,0.02,2.31
clueweb12-0804wb-06-07683,-0.01,0.06,0.86,0.07,0.20,0.26,0.08,0.06,0.04,0.12,0.04,0.05,0.01,0.02,0.00,0.12,0.02,27.50,0.59,0.04,2.52
clueweb12-0610wb-25-11798,0.12,0.06,0.85,0.09,0.20,0.28,0.02,0.09,0.05,0.12,0.01,0.12,0.00,0.05,0.00,0.07,0.03,34.50,1.00,0.04,2.38
clueweb12-1900wb-20-22534,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
clueweb12-1513wb-93-03696,-0.12,0.11,0.79,0.10,0.15,0.28,0.01,0.12,0.04,0.12,0.03,0.08,0.02,0.03,0.00,0.11,0.07,29.35,0.55,0.03,2.45
clueweb12-1009wb-83-29917,-0.04,0.05,0.91,0.04,0.14,0.31,0.03,0.12,0.03,0.11,0.04,0.07,0.01,0.01,0.00,0.15,0.09,24.85,0.82,0.04,2.47
clueweb12-0101wb-92-13729,-0.00,0.08,0.85,0.08,0.17,0.31,0.04,0.08,0.03,0.10,0.04,0.10,0.01,0.03,0.00,0.10,0.07,19.94,0.41,0.02,2.33
clueweb12-1710wb-68-09554,0.13,0.05,0.81,0.14,0.20,0.19,0.12,0.05,0.08,0.09,0.03,0.07,0.02,0.03,0.00,0.11,0.09,35.24,0.50,0.03,2.39
clueweb12-0506wb-33-30027,0.11,0.06,0.73,0.21,0.19,0.22,0.13,0.09,0.08,0.07,0.03,0.02,0.03,0.03,0.00,0.11,0.11,27.59,0.47,0.04,2.29
clueweb12-1810wb-15-07660,0.06,0.04,0.92,0.04,0.12,0.33,0.03,0.11,0.03,0.12,0.03,0.10,0.01,0.03,0.00,0.09,0.06,27.82,1.44,0.07,2.56
clueweb12-0302wb-81-12849,0.11,0.06,0.85,0.09,0.14,0.36,0.03,0.10,0.03,0.12,0.03,0.08,0.01,0.03,0.00,0.07,0.02,23.33,0.38,0.02,2.38
clueweb12-0511wb-08-28884,-0.09,0.14,0.81,0.05,0.21,0.27,0.04,0.07,0.04,0.08,0.04,0.12,0.00,0.02,0.00,0.09,0.02,20.22,0.21,0.01,2.17
clueweb12-0813wb-94-14270,0.01,0.08,0.84,0.08,0.19,0.23,0.08,0.08,0.06,0.09,0.04,0.08,0.01,0.03,0.00,0.11,0.05,30.82,0.40,0.03,2.31
clueweb12-0800tw-03-20870,0.10,0.06,0.89,0.06,0.13,0.29,0.03,0.08,0.02,0.15,0.05,0.08,0.06,0.04,0.00,0.06,0.11,32.14,0.56,0.01,2.33
clueweb12-1804wb-99-11077,0.05,0.06,0.84,0.10,0.19,0.26,0.04,0.10,0.06,0.12,0.01,0.11,0.01,0.03,0.00,0.07,0.01,30.28,0.19,0.01,2.18
clueweb12-0210wb-45-27922,0.07,0.02,0.95,0.04,0.12,0.28,0.02,0.12,0.04,0.13,0.03,0.09,0.04,0.02,0.00,0.11,0.11,28.22,0.70,0.03,2.43
clueweb12-1911wb-03-16805,-0.01,0.05,0.91,0.04,0.11,0.32,0.00,0.11,0.03,0.13,0.03,0.07,0.06,0.02,0.00,0.12,0.14,30.75,1.11,0.04,2.59
clueweb12-1000tw-67-01151,-0.02,0.08,0.84,0.08,0.15,0.37,0.02,0.08,0.04,0.12,0.02,0.08,0.02,0.02,0.00,0.09,0.09,27.02,2.12,0.07,2.81
clueweb12-0006wb-96-09080,0.16,0.13,0.68,0.19,0.15,0.26,0.08,0.09,0.08,0.09,0.05,0.08,0.00,0.00,0.00,0.14,0.05,35.67,0.33,0.03,2.17
clueweb12-0500wb-99-00432,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
clueweb12-1613wb-60-27597,0.02,0.07,0.84,0.08,0.20,0.20,0.11,0.07,0.07,0.10,0.04,0.08,0.01,0.03,0.00,0.10,0.06,36.55,0.23,0.01,2.19
clueweb12-1607wb-38-12320,-0.08,0.08,0.84,0.08,0.17,0.32,0.03,0.05,0.03,0.12,0.05,0.08,0.01,0.03,0.00,0.12,0.01,32.00,0.38,0.02,2.29
clueweb12-0000tw-21-08810,0.10,0.04,0.88,0.08,0.23,0.19,0.11,0.04,0.06,0.09,0.04,0.08,0.01,0.05,0.00,0.11,0.02,40.84,0.07,0.00,2.05
clueweb12-0207wb-43-04202,-0.16,0.09,0.90,0.01,0.16,0.28,0.00,0.13,0.04,0.11,0.04,0.08,0.00,0.03,0.01,0.12,0.06,33.80,0.55,0.03,2.36
clueweb12-0804wb-40-09613,-0.01,0.06,0.86,0.08,0.18,0.24,0.08,0.05,0.07,0.10,0.03,0.07,0.03,0.03,0.00,0.12,0.10,39.37,0.21,0.01,2.12
clueweb12-0609wb-12-06872,-0.13,0.09,0.87,0.03,0.12,0.28,0.01,0.16,0.06,0.10,0.04,0.07,0.00,0.00,0.00,0.15,0.12,11.83,0.36,0.02,2.36
clueweb12-0203wb-94-19276,0.15,0.04,0.86,0.10,0.13,0.30,0.10,0.12,0.04,0.12,0.04,0.06,0.01,0.02,0.00,0.06,0.07,26.95,1.12,0.06,2.56
clueweb12-1500wb-53-17838,0.09,0.03,0.92,0.05,0.14,0.29,0.02,0.10,0.05,0.13,0.03,0.10,0.01,0.03,0.00,0.10,0.08,21.05,1.46,0.05,2.71
clueweb12-0000wb-18-01157,-0.02,0.10,0.81,0.09,0.13,0.28,0.01,0.10,0.04,0.13,0.03,0.09,0.04,0.02,0.00,0.12,0.05,32.03,0.79,0.03,2.36
clueweb12-1913wb-35-18273,0.02,0.05,0.91,0.04,0.12,0.31,0.01,0.10,0.03,0.12,0.03,0.06,0.07,0.02,0.00,0.12,0.15,29.08,1.10,0.04,2.68
clueweb12-0507wb-01-12434,0.06,0.05,0.88,0.08,0.18,0.28,0.07,0.07,0.04,0.09,0.04,0.08,0.01,0.03,0.00,0.11,0.04,28.34,0.37,0.02,2.26
clueweb12-0205wb-36-19269,-0.01,0.04,0.90,0.06,0.18,0.26,0.02,0.04,0.03,0.14,0.06,0.16,0.00,0.03,0.00,0.07,0.01,22.00,0.29,0.02,2.29
clueweb12-1210wb-83-00177,0.16,0.03,0.87,0.10,0.17,0.29,0.06,0.11,0.02,0.12,0.02,0.07,0.01,0.05,0.00,0.09,0.04,30.88,1.00,0.05,2.90
clueweb12-0306wb-77-07299,-0.02,0.02,0.95,0.02,0.02,0.42,0.00,0.08,0.00,0.09,0.03,0.06,0.07,0.01,0.00,0.22,0.20,33.82,2.08,0.11,2.83
clueweb12-1811wb-96-26782,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
clueweb12-1811wb-19-12714,0.08,0.01,0.91,0.08,0.09,0.33,0.00,0.10,0.03,0.13,0.04,0.10,0.01,0.01,0.00,0.16,0.09,23.29,0.89,0.03,2.67
clueweb12-1201wb-75-01630,0.07,0.05,0.86,0.08,0.16,0.33,0.05,0.06,0.04,0.11,0.03,0.06,0.01,0.02,0.00,0.13,0.03,31.91,0.88,0.06,2.38
clueweb12-0800tw-83-02503,-0.09,0.12,0.82,0.06,0.19,0.22,0.08,0.06,0.07,0.08,0.03,0.09,0.01,0.03,0.00,0.12,0.04,40.69,0.23,0.01,2.17
clueweb12-1012wb-73-18838,0.12,0.04,0.87,0.08,0.10,0.41,0.01,0.07,0.01,0.12,0.03,0.08,0.02,0.03,0.00,0.10,0.09,32.13,3.08,0.10,2.76
clueweb12-0913wb-19-06196,0.44,0.01,0.79,0.20,0.13,0.29,0.02,0.08,0.06,0.10,0.04,0.12,0.03,0.01,0.00,0.13,0.06,27.29,0.36,0.02,2.36
clueweb12-0102wb-64-30218,0.15,0.04,0.89,0.07,0.13,0.33,0.01,0.11,0.04,0.09,0.04,0.10,0.02,0.03,0.00,0.11,0.12,25.88,0.72,0.03,2.48
clueweb12-1708wb-76-03079,0.14,0.04,0.88,0.09,0.14,0.32,0.04,0.08,0.05,0.11,0.04,0.09,0.01,0.02,0.00,0.10,0.08,31.67,1.12,0.04,2.42
clueweb12-1805wb-85-13750,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
clueweb12-1114wb-25-30579,0.05,0.05,0.87,0.08,0.20,0.23,0.08,0.07,0.06,0.11,0.04,0.09,0.01,0.04,0.00,0.09,0.01,29.67,0.27,0.02,2.24
clueweb12-0203wb-95-02735,0.17,0.03,0.83,0.14,0.16,0.26,0.07,0.12,0.05,0.10,0.02,0.09,0.01,0.02,0.00,0.12,0.11,19.55,0.50,0.03,2.50
clueweb12-0200wb-43-13433,-0.40,0.16,0.79,0.05,0.15,0.30,0.00,0.13,0.05,0.14,0.03,0.10,0.01,0.03,0.00,0.07,0.04,21.00,0.73,0.02,2.55
clueweb12-1711wb-25-15797,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
clueweb12-0508wb-91-29707,0.30,0.04,0.82,0.15,0.17,0.28,0.03,0.10,0.02,0.08,0.01,0.04,0.02,0.04,0.00,0.20,0.17,21.43,0.18,0.01,2.11
clueweb12-0404wb-60-27543,0.04,0.05,0.85,0.10,0.16,0.28,0.06,0.09,0.03,0.10,0.04,0.10,0.02,0.02,0.00,0.11,0.03,34.18,0.21,0.02,2.10
clueweb12-1503wb-30-24611,-0.10,0.08,0.87,0.05,0.15,0.28,0.03,0.11,0.04,0.12,0.05,0.10,0.01,0.03,0.00,0.07,0.01,33.67,0.61,0.02,2.44
clueweb12-0412wb-33-10425,-0.07,0.14,0.78,0.08,0.17,0.22,0.10,0.07,0.07,0.09,0.04,0.06,0.02,0.02,0.00,0.14,0.04,36.21,0.35,0.03,2.33
clueweb12-0511wb-79-17266,-0.12,0.09,0.87,0.04,0.10,0.33,0.01,0.08,0.02,0.11,0.03,0.13,0.01,0.03,0.00,0.15,0.04,23.90,0.67,0.04,2.62
clueweb12-0001wb-20-16246,0.16,0.04,0.87,0.09,0.08,0.47,0.00,0.11,0.02,0.09,0.04,0.07,0.01,0.01,0.00,0.08,0.13,15.84,2.39,0.06,2.82
clueweb12-0208wb-86-02621,0.04,0.06,0.82,0.11,0.15,0.33,0.04,0.08,0.04,0.08,0.05,0.10,0.00,0.04,0.00,0.08,0.04,20.96,0.88,0.04,2.52
clueweb12-1903wb-84-24641,0.16,0.00,0.98,0.02,0.00,0.40,0.00,0.13,0.02,0.12,0.02,0.10,0.06,0.02,0.00,0.14,0.27,35.97,4.86,0.08,2.86
clueweb12-0107wb-81-27822,-0.03,0.07,0.87,0.06,0.16,0.31,0.04,0.08,0.04,0.11,0.03,0.07,0.01,0.03,0.00,0.12,0.05,27.47,0.60,0.03,2.39
clueweb12-1109wb-93-01781,0.17,0.06,0.81,0.13,0.13,0.32,0.04,0.10,0.04,0.10,0.05,0.08,0.01,0.03,0.00,0.12,0.06,22.85,1.00,0.03,2.50
clueweb12-0401wb-89-22513,0.03,0.10,0.78,0.13,0.16,0.29,0.03,0.09,0.04,0.11,0.04,0.10,0.01,0.03,0.00,0.11,0.04,35.91,0.49,0.02,2.29
clueweb12-0005wb-68-17333,-0.17,0.15,0.79,0.06,0.09,0.31,0.01,0.10,0.03,0.11,0.06,0.07,0.01,0.02,0.00,0.18,0.02,20.04,0.56,0.03,2.56
clueweb12-1015wb-96-03380,0.17,0.00,0.92,0.08,0.17,0.29,0.06,0.07,0.02,0.12,0.04,0.11,0.00,0.01,0.00,0.11,0.01,8.00,1.12,0.05,2.62
clueweb12-0512wb-35-16083,-0.13,0.08,0.88,0.04,0.12,0.30,0.01,0.09,0.03,0.10,0.04,0.12,0.01,0.02,0.00,0.15,0.05,31.50,0.77,0.03,2.49
clueweb12-1506wb-79-15988,0.00,0.00,1.00,0.00,0.17,0.31,0.16,0.03,0.03,0.07,0.03,0.06,0.00,0.00,0.00,0.14,0.06,21.60,1.29,0.11,2.57
clueweb12-0000wb-32-22856,0.18,0.01,0.93,0.06,0.16,0.27,0.03,0.14,0.05,0.09,0.03,0.06,0.00,0.02,0.00,0.15,0.06,11.50,0.82,0.05,2.55
clueweb12-0408wb-55-04137,-0.04,0.08,0.86,0.06,0.21,0.23,0.06,0.06,0.07,0.10,0.02,0.10,0.01,0.04,0.00,0.10,0.03,33.18,0.11,0.01,2.11
clueweb12-0103wb-09-22068,-0.51,0.29,0.68,0.03,0.16,0.27,0.01,0.18,0.03,0.11,0.04,0.10,0.01,0.01,0.00,0.08,0.02,28.00,0.14,0.01,2.14
clueweb12-1503wb-57-06651,-0.11,0.10,0.84,0.06,0.18,0.22,0.09,0.07,0.06,0.09,0.04,0.08,0.04,0.03,0.00,0.10,0.08,30.66,0.37,0.02,2.30
clueweb12-0919wb-55-10471,-0.01,0.03,0.93,0.04,0.15,0.27,0.04,0.08,0.04,0.09,0.03,0.09,0.02,0.04,0.00,0.15,0.12,32.00,0.47,0.02,2.35
clueweb12-0302wb-28-09706,0.13,0.06,0.82,0.12,0.19,0.24,0.03,0.10,0.08,0.12,0.02,0.08,0.00,0.03,0.00,0.10,0.03,23.11,0.50,0.02,2.43
clueweb12-0401wb-00-19112,0.10,0.05,0.87,0.09,0.15,0.29,0.06,0.10,0.04,0.09,0.03,0.08,0.01,0.03,0.00,0.11,0.03,32.14,0.60,0.03,2.34
clueweb12-0305wb-87-26468,0.15,0.04,0.87,0.09,0.12,0.38,0.01,0.09,0.02,0.12,0.04,0.10,0.02,0.02,0.00,0.09,0.05,31.32,1.35,0.05,2.60
clueweb12-0600wb-08-16768,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
clueweb12-0305wb-34-10975,-0.08,0.08,0.87,0.05,0.16,0.26,0.05,0.11,0.05,0.08,0.03,0.09,0.02,0.02,0.00,0.13,0.05,19.62,0.38,0.03,2.28
clueweb12-1300wb-34-20044,0.00,0.00,1.00,0.00,0.16,0.39,0.09,0.04,0.02,0.11,0.00,0.05,0.02,0.04,0.00,0.09,0.12,42.57,1.33,0.07,2.67
clueweb12-0200wb-31-11240,-0.23,0.10,0.88,0.02,0.16,0.29,0.01,0.05,0.05,0.11,0.03,0.15,0.02,0.03,0.00,0.10,0.02,32.44,0.26,0.01,2.26
clueweb12-0411wb-36-01754,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
clueweb12-0206wb-83-27499,0.06,0.06,0.86,0.08,0.17,0.22,0.04,0.09,0.05,0.11,0.04,0.11,0.01,0.04,0.00,0.11,0.04,30.57,0.23,0.01,2.17
clueweb12-0512wb-28-22645,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
clueweb12-0704wb-93-23876,-0.14,0.08,0.89,0.03,0.13,0.29,0.01,0.10,0.04,0.10,0.04,0.11,0.01,0.02,0.00,0.15,0.05,25.25,0.56,0.02,2.49
clueweb12-0907wb-47-23709,0.11,0.03,0.89,0.07,0.14,0.31,0.04,0.07,0.03,0.11,0.03,0.09,0.02,0.04,0.00,0.12,0.09,41.57,1.36,0.06,2.67
clueweb12-1200wb-29-00364,0.27,0.01,0.87,0.12,0.13,0.30,0.02,0.10,0.02,0.13,0.04,0.10,0.03,0.02,0.00,0.12,0.05,33.46,0.42,0.02,2.28
clueweb12-1510wb-47-25873,0.04,0.09,0.82,0.10,0.15,0.32,0.03,0.09,0.03,0.11,0.04,0.09,0.01,0.02,0.00,0.09,0.04,21.04,0.82,0.04,2.48
clueweb12-0200wb-84-24389,-0.01,0.04,0.92,0.04,0.14,0.30,0.00,0.12,0.04,0.11,0.03,0.11,0.01,0.03,0.00,0.11,0.04,24.28,0.32,0.02,2.25
clueweb12-1913wb-84-03029,-0.08,0.07,0.88,0.05,0.14,0.31,0.01,0.11,0.03,0.12,0.04,0.06,0.03,0.02,0.00,0.13,0.11,27.53,1.03,0.04,2.64
