filename,n_chv_concepts,n_chv_dsyn_concepts,n_chv_sosy_concepts,avg_chv_value_all,avg_chv_alue_dsyn,avg_chv_value_sosy
clueweb12-1906wb-51-17953,292,0,8,0.735,0.000,0.803
clueweb12-0915wb-34-26125,184,7,9,0.707,0.651,0.603
clueweb12-0002wb-58-00265,331,3,5,0.774,0.606,0.956
clueweb12-0310wb-65-28518,0,0,0,0.000,0.000,0.000
clueweb12-0400wb-20-12661,3291,44,61,0.705,0.692,0.753
clueweb12-1316wb-13-09252,142,1,9,0.841,0.678,0.910
clueweb12-1806wb-21-14138,987,19,22,0.759,0.664,0.791
clueweb12-0400wb-20-15989,278,2,4,0.781,0.517,0.755
clueweb12-0715wb-03-21704,1260,4,8,0.734,0.484,0.898
clueweb12-1813wb-34-16782,427,11,11,0.724,0.648,0.775
clueweb12-1712wb-47-07246,228,5,9,0.743,0.749,0.712
clueweb12-0310wb-60-24522,224,13,2,0.627,0.522,0.661
clueweb12-1303wb-61-27315,391,8,14,0.782,0.674,0.875
clueweb12-0011wb-04-25343,65,1,0,0.816,0.888,0.000
clueweb12-0004wb-16-21874,106,3,0,0.777,0.888,0.000
clueweb12-1414wb-86-28691,3060,36,156,0.760,0.649,0.802
clueweb12-1100wb-10-10711,74,0,1,0.755,0.000,0.955
clueweb12-0200wb-15-12870,236,3,9,0.772,0.769,0.836
clueweb12-0700wb-13-18100,0,0,0,0.000,0.000,0.000
clueweb12-0200wb-32-08396,308,23,18,0.705,0.631,0.819
clueweb12-0209wb-24-08480,283,4,6,0.759,0.758,0.909
clueweb12-0209wb-53-03002,138,1,6,0.766,0.888,0.826
clueweb12-1511wb-67-09520,1658,70,67,0.790,0.718,0.784
clueweb12-0716wb-95-23573,104,8,1,0.787,0.666,0.711
clueweb12-1807wb-73-19265,1281,6,15,0.788,0.484,0.811
clueweb12-0000wb-76-38390,222,2,0,0.779,0.888,0.000
clueweb12-0201wb-03-24050,261,34,0,0.759,0.626,0.000
clueweb12-1807wb-50-08310,95,0,1,0.783,0.000,0.683
clueweb12-0000wb-90-27162,193,15,7,0.768,0.571,0.809
clueweb12-1415wb-87-11196,0,0,0,0.000,0.000,0.000
clueweb12-0608wb-05-13421,0,0,0,0.000,0.000,0.000
clueweb12-0011wb-44-31155,833,8,12,0.811,0.618,0.816
clueweb12-1206wb-75-07408,9295,342,704,0.769,0.507,0.766
clueweb12-1212wb-56-14303,0,0,0,0.000,0.000,0.000
clueweb12-1007wb-90-20326,2372,23,79,0.787,0.734,0.872
clueweb12-0108wb-09-02715,0,0,0,0.000,0.000,0.000
clueweb12-0109wb-48-28022,148,0,12,0.771,0.000,0.896
clueweb12-0107wb-56-09795,180,1,1,0.779,0.678,0.955
clueweb12-1617wb-16-21011,12,0,0,0.788,0.000,0.000
clueweb12-0817wb-28-05389,771,51,12,0.713,0.613,0.731
clueweb12-0402wb-73-00677,1135,14,15,0.771,0.601,0.748
clueweb12-0200wb-29-17156,229,9,26,0.739,0.558,0.770
clueweb12-0307wb-91-23499,3132,198,119,0.759,0.622,0.806
clueweb12-1407wb-15-10238,89,9,5,0.749,0.656,0.858
clueweb12-0011wb-66-03710,61,3,7,0.705,0.473,0.863
clueweb12-1604wb-88-17810,219,0,2,0.791,0.000,0.642
clueweb12-1900wb-32-33594,410,4,1,0.781,0.825,0.832
clueweb12-1805wb-03-12595,469,3,0,0.784,0.441,0.000
clueweb12-0108wb-23-29722,288,26,5,0.711,0.622,0.873
clueweb12-0001wb-15-04031,137,10,6,0.739,0.621,0.800
clueweb12-0102wb-10-24561,44,2,4,0.732,0.491,0.826
clueweb12-0403wb-87-00873,19,0,0,0.770,0.000,0.000
clueweb12-1717wb-32-24847,0,0,0,0.000,0.000,0.000
clueweb12-0209wb-43-10363,270,2,6,0.766,0.608,0.868
clueweb12-1706wb-62-13341,122,1,2,0.783,0.888,0.752
clueweb12-1207wb-91-10913,460,1,7,0.740,0.888,0.711
clueweb12-0304wb-80-01609,344,4,4,0.759,0.439,0.893
clueweb12-1107wb-58-00501,450,10,0,0.760,0.616,0.000
clueweb12-0409wb-48-31153,0,0,0,0.000,0.000,0.000
clueweb12-0904wb-69-21044,1699,63,62,0.756,0.498,0.806
clueweb12-0100wb-05-12592,431,8,8,0.766,0.746,0.881
clueweb12-1403wb-89-12408,125,5,0,0.701,0.600,0.000
clueweb12-0302wb-77-31889,5061,30,25,0.757,0.718,0.782
clueweb12-0303wb-37-24687,116,0,0,0.786,0.000,0.000
clueweb12-1713wb-54-30731,114,0,2,0.724,0.000,0.642
clueweb12-1412wb-83-29861,3750,28,28,0.743,0.474,0.809
clueweb12-0401wb-17-04935,89,9,6,0.778,0.720,0.883
clueweb12-1602wb-81-07021,243,27,0,0.689,0.581,0.000
clueweb12-1100tw-37-13471,565,1,9,0.765,0.627,0.786
clueweb12-0109wb-09-02142,144,1,1,0.771,0.696,0.595
clueweb12-1207wb-31-17450,0,0,0,0.000,0.000,0.000
clueweb12-0603wb-55-07844,380,20,11,0.668,0.506,0.666
clueweb12-1300wb-01-05590,2660,275,66,0.734,0.578,0.873
clueweb12-1710wb-94-27484,84,2,2,0.733,0.732,0.904
clueweb12-0012wb-34-03842,110,2,1,0.572,0.655,0.571
clueweb12-1307wb-55-11292,3363,249,52,0.696,0.617,0.717
clueweb12-1902wb-43-02290,123,0,3,0.811,0.000,0.753
clueweb12-1203wb-42-04218,207,19,0,0.743,0.624,0.000
clueweb12-0502wb-48-17626,244,12,6,0.767,0.626,0.959
clueweb12-0110wb-85-32078,25,0,0,0.791,0.000,0.000
clueweb12-1000tw-27-06789,339,3,11,0.763,0.602,0.769
clueweb12-0401wb-26-00980,107,2,0,0.772,0.651,0.000
clueweb12-0916wb-63-00604,1517,146,8,0.728,0.547,0.693
clueweb12-0106wb-54-02492,0,0,0,0.000,0.000,0.000
clueweb12-1207wb-47-16459,7334,163,30,0.711,0.604,0.803
clueweb12-1110wb-35-04801,134,14,1,0.778,0.713,0.941
clueweb12-1310wb-78-34417,1318,65,29,0.735,0.617,0.749
clueweb12-0813wb-94-09951,393,6,4,0.808,0.661,0.684
clueweb12-0007wb-62-17322,557,16,2,0.779,0.692,0.860
clueweb12-0102wb-79-21288,57,3,0,0.772,0.575,0.000
clueweb12-1914wb-07-37778,15,0,0,0.742,0.000,0.000
clueweb12-1503wb-62-24174,27,1,1,0.815,0.888,0.926
clueweb12-0201wb-89-17887,1177,18,3,0.752,0.557,0.940
clueweb12-0102wb-96-04749,176,18,0,0.710,0.525,0.000
clueweb12-1007wb-78-20333,464,22,46,0.739,0.563,0.736
clueweb12-0101wb-67-04315,20,0,0,0.766,0.000,0.000
clueweb12-1412wb-48-26133,0,0,0,0.000,0.000,0.000
clueweb12-0206wb-70-22364,9228,422,52,0.775,0.695,0.776
clueweb12-1808wb-72-15283,0,0,0,0.000,0.000,0.000
clueweb12-1312wb-87-23571,1392,30,14,0.689,0.550,0.665
clueweb12-1315wb-42-07192,28,0,0,0.847,0.000,0.000
clueweb12-1507wb-19-15909,0,0,0,0.000,0.000,0.000
clueweb12-1006wb-18-05913,1618,61,7,0.767,0.654,0.679
clueweb12-0100wb-73-09089,133,7,2,0.760,0.675,0.941
clueweb12-0107wb-31-24169,0,0,0,0.000,0.000,0.000
clueweb12-1205wb-29-12257,154,0,4,0.765,0.000,0.636
clueweb12-0203wb-98-29376,1616,102,50,0.755,0.636,0.808
clueweb12-0111wb-02-14380,16,0,2,0.738,0.000,0.734
clueweb12-1100tw-12-08975,2690,16,21,0.810,0.529,0.751
clueweb12-1004wb-75-13139,458,13,1,0.710,0.664,0.604
clueweb12-0000wb-32-22716,118,6,13,0.824,0.578,0.831
clueweb12-1301wb-41-01838,0,0,0,0.000,0.000,0.000
clueweb12-0109wb-38-09976,262,24,28,0.767,0.724,0.904
clueweb12-1611wb-66-00141,1790,41,1,0.769,0.454,0.941
clueweb12-0007wb-03-13544,331,16,9,0.766,0.440,0.777
clueweb12-1111wb-64-23372,10,0,0,0.921,0.000,0.000
clueweb12-0810wb-78-21291,213,6,9,0.722,0.672,0.687
clueweb12-1705wb-18-16638,9005,34,83,0.773,0.716,0.815
clueweb12-1019wb-76-07876,4301,80,25,0.790,0.688,0.712
clueweb12-1505wb-13-03304,160,2,1,0.755,0.765,0.955
clueweb12-1206wb-28-00201,701,48,16,0.756,0.708,0.815
clueweb12-1016wb-46-02022,0,0,0,0.000,0.000,0.000
clueweb12-1100tw-62-00781,274,5,18,0.803,0.866,0.859
clueweb12-1409wb-71-08851,166,2,5,0.667,0.433,0.867
clueweb12-1702wb-64-20360,940,14,7,0.735,0.648,0.882
clueweb12-0400tw-13-15027,43,0,4,0.741,0.000,0.840
clueweb12-0900tw-51-05524,525,1,1,0.734,0.327,0.646
clueweb12-1213wb-66-24784,0,0,0,0.000,0.000,0.000
clueweb12-1802wb-97-13165,127,3,3,0.751,0.728,0.855
clueweb12-0407wb-71-05301,1766,33,51,0.719,0.813,0.724
clueweb12-1300wb-01-00938,166,1,3,0.754,0.692,0.708
clueweb12-1613wb-60-27597,3762,121,84,0.762,0.540,0.778
clueweb12-1508wb-03-17427,410,3,13,0.782,0.655,0.865
clueweb12-0006wb-35-17964,91,0,0,0.735,0.000,0.000
clueweb12-1903wb-04-08189,2667,62,35,0.805,0.562,0.852
clueweb12-1116wb-10-15497,116,1,0,0.745,0.394,0.000
clueweb12-0101wb-07-29607,981,9,12,0.776,0.581,0.737
clueweb12-1503wb-80-12261,60,0,0,0.782,0.000,0.000
clueweb12-0210wb-10-26157,344,36,13,0.770,0.654,0.941
clueweb12-1712wb-69-20471,222,5,1,0.721,0.814,0.963
clueweb12-0204wb-42-30559,78,3,2,0.719,0.514,0.591
clueweb12-1705wb-63-25399,242,13,11,0.742,0.624,0.685
clueweb12-0612wb-71-03762,151,5,5,0.760,0.755,0.777
clueweb12-1408wb-87-30634,404,2,11,0.757,0.315,0.716
clueweb12-1214wb-21-16960,457,18,9,0.733,0.629,0.712
clueweb12-0811wb-97-10556,0,0,0,0.000,0.000,0.000
clueweb12-0508wb-20-04638,49,0,1,0.757,0.000,0.943
clueweb12-0203wb-56-28172,162,12,1,0.761,0.582,0.571
clueweb12-0907wb-41-08044,0,0,0,0.000,0.000,0.000
clueweb12-1811wb-49-19006,0,0,0,0.000,0.000,0.000
clueweb12-0006wb-89-07174,1076,80,16,0.689,0.579,0.636
clueweb12-1912wb-53-02082,84,0,4,0.721,0.000,0.947
clueweb12-0203wb-26-27971,671,46,10,0.718,0.685,0.882
clueweb12-0110wb-27-31593,167,3,0,0.757,0.888,0.000
clueweb12-0110wb-06-26103,634,4,4,0.758,0.679,0.955
clueweb12-0210wb-91-31299,689,14,6,0.772,0.714,0.840
clueweb12-1613wb-37-03135,4952,64,205,0.804,0.670,0.861
clueweb12-0101wb-56-15283,0,0,0,0.000,0.000,0.000
clueweb12-1912wb-88-20442,3674,82,34,0.716,0.625,0.756
clueweb12-1000tw-44-08025,704,4,4,0.786,0.378,0.768
clueweb12-0205wb-72-00853,539,40,6,0.729,0.565,0.708
clueweb12-0001wb-53-08246,57,2,0,0.685,0.728,0.000
clueweb12-0100wb-25-09964,990,21,3,0.740,0.705,0.568
clueweb12-0806wb-33-05935,3236,46,160,0.764,0.692,0.832
clueweb12-0304wb-31-20355,208,2,5,0.781,0.888,0.866
clueweb12-1402wb-53-22626,0,0,0,0.000,0.000,0.000
clueweb12-1200wb-28-13061,224,22,18,0.752,0.655,0.836
clueweb12-0108wb-15-05270,0,0,0,0.000,0.000,0.000
clueweb12-0201wb-55-33223,19,0,0,0.851,0.000,0.000
clueweb12-1909wb-45-27565,31,0,0,0.667,0.000,0.000
clueweb12-0717wb-49-10895,1372,32,11,0.749,0.693,0.786
clueweb12-0900wb-97-02942,0,0,0,0.000,0.000,0.000
clueweb12-1400tw-29-04025,169,4,2,0.762,0.597,0.959
clueweb12-0410wb-92-10865,11586,93,123,0.791,0.717,0.754
clueweb12-0209wb-27-10378,301,41,23,0.777,0.688,0.873
clueweb12-0206wb-12-28813,87,10,2,0.693,0.410,0.777
clueweb12-0111wb-81-17067,3094,42,19,0.771,0.617,0.817
clueweb12-1016wb-34-03663,253,3,6,0.809,0.775,0.780
clueweb12-0300wb-68-21085,7385,409,34,0.737,0.636,0.672
clueweb12-1300wb-56-18349,79,4,0,0.708,0.685,0.000
clueweb12-1906wb-44-11152,0,0,0,0.000,0.000,0.000
clueweb12-0500wb-16-26815,177,10,3,0.784,0.384,0.823
clueweb12-0108wb-92-19261,899,28,17,0.765,0.659,0.823
clueweb12-1911wb-42-30320,0,0,0,0.000,0.000,0.000
clueweb12-0103wb-20-00251,169,8,5,0.777,0.652,0.742
clueweb12-1800wb-19-01995,208,8,4,0.743,0.526,0.786
clueweb12-1613wb-53-09081,0,0,0,0.000,0.000,0.000
clueweb12-1812wb-71-07266,252,2,12,0.735,0.680,0.866
clueweb12-0207wb-59-21323,234,8,0,0.752,0.517,0.000
clueweb12-1203wb-52-24960,287,5,17,0.788,0.719,0.769
clueweb12-1811wb-89-00682,301,20,0,0.775,0.667,0.000
clueweb12-1710wb-62-14292,205,0,4,0.802,0.000,0.620
clueweb12-0502wb-31-18444,560,15,3,0.760,0.649,0.614
clueweb12-1300tw-24-07055,423,25,20,0.770,0.719,0.855
clueweb12-0409wb-54-19044,777,64,3,0.653,0.560,0.715
clueweb12-0702wb-26-15234,72,3,0,0.729,0.442,0.000
clueweb12-1315wb-55-21729,87,0,0,0.777,0.000,0.000
clueweb12-0704wb-93-23876,6324,507,194,0.732,0.597,0.755
clueweb12-1606wb-48-20899,31,0,0,0.818,0.000,0.000
clueweb12-1111wb-05-25553,0,0,0,0.000,0.000,0.000
clueweb12-1116wb-68-02547,320,6,0,0.762,0.682,0.000
clueweb12-1205wb-83-17784,3738,43,20,0.692,0.646,0.682
clueweb12-1810wb-71-04232,134,0,0,0.779,0.000,0.000
clueweb12-0301wb-36-31510,187,0,5,0.718,0.000,0.867
clueweb12-0010wb-14-21687,0,0,0,0.000,0.000,0.000
clueweb12-0701wb-59-32781,121,8,3,0.763,0.702,0.742
clueweb12-0111wb-43-31851,138,0,7,0.774,0.000,0.796
clueweb12-0304wb-41-24647,47,1,1,0.751,0.578,0.719
clueweb12-0408wb-11-35354,0,0,0,0.000,0.000,0.000
clueweb12-1516wb-82-03358,410,3,4,0.788,0.446,0.862
clueweb12-1106wb-61-10447,142,22,3,0.762,0.593,0.711
clueweb12-0000wb-89-16784,1132,9,11,0.767,0.768,0.713
clueweb12-1102wb-77-06200,234,2,0,0.796,0.833,0.000
clueweb12-1020wb-53-02734,2154,9,4,0.781,0.729,0.752
clueweb12-1609wb-05-10912,633,5,30,0.716,0.528,0.735
clueweb12-1910wb-34-26250,107,2,1,0.754,0.737,0.955
clueweb12-1503wb-85-12577,0,0,0,0.000,0.000,0.000
clueweb12-1500tw-04-01794,310,9,2,0.745,0.632,0.741
clueweb12-1213wb-04-13096,147,6,0,0.752,0.740,0.000
clueweb12-1509wb-84-01761,462,2,2,0.798,0.671,0.499
clueweb12-1810wb-53-24356,0,0,0,0.000,0.000,0.000
clueweb12-1902wb-11-17617,0,0,0,0.000,0.000,0.000
clueweb12-0008wb-82-15279,12,0,0,0.711,0.000,0.000
clueweb12-0916wb-57-12964,97,5,12,0.767,0.473,0.751
clueweb12-1705wb-98-17397,215,11,4,0.756,0.474,0.741
clueweb12-0406wb-75-00665,225,2,1,0.741,0.733,0.571
clueweb12-0106wb-54-02506,21,0,1,0.739,0.000,0.495
clueweb12-0716wb-85-16817,527,12,8,0.756,0.692,0.770
clueweb12-0605wb-49-10427,387,8,13,0.747,0.693,0.678
clueweb12-1201wb-26-15427,46,0,0,0.671,0.000,0.000
clueweb12-1805wb-51-19298,675,2,4,0.748,0.738,0.955
clueweb12-1204wb-17-20376,0,0,0,0.000,0.000,0.000
clueweb12-0805wb-53-21682,18,1,1,0.804,0.888,0.955
clueweb12-0004wb-32-17137,1653,21,30,0.771,0.607,0.789
clueweb12-0405wb-12-10920,686,41,8,0.719,0.629,0.720
clueweb12-0500wb-81-04414,539,12,21,0.748,0.794,0.774
clueweb12-0307wb-61-18007,38,1,1,0.767,0.413,0.624
clueweb12-0201wb-74-04976,114,0,2,0.734,0.000,0.906
clueweb12-1214wb-67-14063,365,12,9,0.779,0.750,0.870
clueweb12-0305wb-76-14125,0,0,0,0.000,0.000,0.000
clueweb12-0410wb-07-07556,243,17,9,0.747,0.590,0.713
clueweb12-0603wb-32-24230,833,39,39,0.746,0.659,0.752
clueweb12-0304wb-73-03666,124,0,0,0.763,0.000,0.000
clueweb12-0003wb-09-08399,0,0,0,0.000,0.000,0.000
clueweb12-0507wb-53-16929,237,19,19,0.729,0.622,0.726
clueweb12-1308wb-91-01471,0,0,0,0.000,0.000,0.000
clueweb12-0104wb-98-27812,2313,48,20,0.741,0.516,0.816
clueweb12-0400tw-22-16397,129,2,2,0.759,0.502,0.806
clueweb12-0511wb-20-13848,1618,2,1,0.778,0.413,0.571
clueweb12-0201wb-23-08632,933,24,1,0.684,0.584,0.955
clueweb12-0101wb-28-19295,117,0,0,0.799,0.000,0.000
clueweb12-0308wb-79-20510,58,0,0,0.709,0.000,0.000
clueweb12-0401wb-06-23059,0,0,0,0.000,0.000,0.000
clueweb12-0901tw-08-09997,126,2,6,0.779,0.702,0.831
clueweb12-0602wb-53-30625,25,3,0,0.761,0.766,0.000
clueweb12-1911wb-44-25347,4315,118,98,0.744,0.597,0.861
clueweb12-0012wb-02-11499,430,25,6,0.777,0.560,0.859
clueweb12-0101wb-57-01077,379,27,19,0.727,0.512,0.889
clueweb12-1303wb-61-25405,800,12,11,0.750,0.636,0.684
clueweb12-1301wb-99-17808,460,18,23,0.770,0.699,0.712
clueweb12-1018wb-73-16336,242,4,2,0.789,0.653,0.748
clueweb12-0302wb-73-31140,411,11,2,0.779,0.874,0.831
clueweb12-1117wb-13-14104,442,3,4,0.770,0.672,0.945
clueweb12-1218wb-46-12836,649,47,1,0.672,0.923,0.829
clueweb12-1506wb-24-27775,34,0,2,0.758,0.000,0.874
clueweb12-1614wb-84-33111,1350,47,15,0.769,0.637,0.838
clueweb12-0211wb-35-09704,1253,27,16,0.770,0.694,0.766
clueweb12-0902wb-72-19552,913,8,70,0.750,0.636,0.689
clueweb12-1216wb-21-04126,804,13,39,0.763,0.599,0.751
clueweb12-0013wb-32-03555,32,3,0,0.762,0.888,0.000
clueweb12-0303wb-27-10612,1042,13,3,0.786,0.766,0.604
clueweb12-0508wb-43-29599,911,26,3,0.728,0.674,0.860
clueweb12-0205wb-73-35545,226,34,5,0.720,0.619,0.641
clueweb12-1106wb-86-13206,956,50,1,0.765,0.638,0.571
clueweb12-0815wb-97-08292,115,0,7,0.780,0.000,0.559
clueweb12-0209wb-17-08322,123,13,22,0.733,0.744,0.814
clueweb12-0108wb-46-02324,200,1,1,0.766,0.454,0.941
clueweb12-1914wb-22-28759,6197,113,137,0.723,0.686,0.688
clueweb12-0506wb-85-06948,165,2,1,0.804,0.494,0.926
clueweb12-1600wb-54-08073,182,13,3,0.744,0.617,0.740
clueweb12-1801wb-37-05524,1917,95,32,0.769,0.607,0.720
clueweb12-1807wb-27-01674,151,8,0,0.720,0.718,0.000
clueweb12-1804wb-87-06209,91,2,0,0.775,0.502,0.000
clueweb12-1218wb-32-18772,189,6,2,0.732,0.551,0.842
clueweb12-0502wb-80-16774,318,22,3,0.746,0.585,0.875
clueweb12-0908wb-75-06349,210,1,2,0.791,0.454,0.714
clueweb12-0100wb-00-30377,844,2,7,0.783,0.888,0.712
clueweb12-0602wb-75-23785,562,2,10,0.812,0.888,0.813
clueweb12-0701wb-16-11466,354,51,0,0.711,0.570,0.000
clueweb12-1402wb-50-06986,109,8,1,0.744,0.668,0.955
clueweb12-0411wb-28-22033,333,11,16,0.751,0.775,0.803
clueweb12-1203wb-51-00274,323,15,17,0.719,0.697,0.800
clueweb12-1209wb-18-13210,1248,28,68,0.755,0.721,0.817
clueweb12-1200wb-30-30580,55,2,0,0.725,0.757,0.000
clueweb12-0911wb-76-00824,508,19,18,0.765,0.674,0.786
clueweb12-1510wb-37-13647,174,0,4,0.796,0.000,0.826
clueweb12-0106wb-76-14009,388,3,6,0.786,0.676,0.805
clueweb12-1705wb-84-23158,197,3,1,0.795,0.689,0.881
clueweb12-0208wb-18-07878,0,0,0,0.000,0.000,0.000
clueweb12-0013wb-42-00769,3823,92,72,0.783,0.739,0.766
clueweb12-1912wb-64-00586,205,20,4,0.710,0.662,0.862
clueweb12-1014wb-61-26135,0,0,0,0.000,0.000,0.000
clueweb12-0816wb-36-07598,47,0,0,0.705,0.000,0.000
clueweb12-1300tw-26-08269,52,0,1,0.819,0.000,0.926
clueweb12-1613wb-67-26358,966,29,47,0.783,0.684,0.690
clueweb12-0003wb-29-15895,11993,643,120,0.670,0.754,0.629
clueweb12-0000wb-15-21867,2587,40,24,0.709,0.697,0.847
clueweb12-1209wb-57-03933,30,0,0,0.826,0.000,0.000
clueweb12-1707wb-85-08791,29,0,0,0.767,0.000,0.000
clueweb12-1805wb-02-16884,264,14,0,0.737,0.555,0.000
clueweb12-0403wb-35-23446,0,0,0,0.000,0.000,0.000
clueweb12-1401wb-62-09928,112,13,0,0.778,0.643,0.000
clueweb12-1001wb-99-08078,74,0,0,0.758,0.000,0.000
clueweb12-1901wb-02-20332,147,0,2,0.754,0.000,0.763
clueweb12-0715wb-59-33379,7656,138,255,0.783,0.573,0.795
clueweb12-1201wb-48-03877,338,1,2,0.738,0.327,0.746
clueweb12-0100wb-23-01302,461,9,2,0.709,0.592,0.741
clueweb12-0911wb-42-12573,203,7,0,0.698,0.627,0.000
clueweb12-1513wb-75-24673,0,0,0,0.000,0.000,0.000
clueweb12-1213wb-16-06769,1030,73,4,0.708,0.591,0.763
clueweb12-1905wb-58-07967,536,33,7,0.778,0.637,0.797
clueweb12-1013wb-46-33093,0,0,0,0.000,0.000,0.000
clueweb12-1509wb-03-20062,413,41,16,0.764,0.644,0.792
clueweb12-1614wb-17-19244,74,8,1,0.684,0.579,0.963
clueweb12-0108wb-22-21622,41,1,0,0.799,0.888,0.000
clueweb12-1301wb-08-10717,0,0,0,0.000,0.000,0.000
clueweb12-0302wb-64-22584,0,0,0,0.000,0.000,0.000
clueweb12-0700tw-82-02915,165,3,3,0.706,0.698,0.875
clueweb12-0311wb-42-17316,856,21,48,0.796,0.773,0.860
clueweb12-0804wb-86-15630,1221,52,27,0.758,0.607,0.796
clueweb12-0109wb-97-12786,952,13,9,0.745,0.702,0.704
clueweb12-0700tw-16-22608,331,17,19,0.776,0.558,0.841
clueweb12-0100wb-94-09881,187,5,1,0.785,0.590,0.934
clueweb12-1704wb-92-19546,3655,72,91,0.786,0.646,0.849
clueweb12-1008wb-98-12624,20831,1110,118,0.781,0.783,0.823
clueweb12-0500wb-64-03549,324,0,2,0.717,0.000,0.918
clueweb12-0202wb-63-26086,138,16,7,0.667,0.460,0.829
clueweb12-0104wb-60-19445,621,12,5,0.725,0.547,0.757
clueweb12-1112wb-53-19939,74,0,2,0.801,0.000,0.750
clueweb12-1215wb-26-35482,168,1,0,0.779,0.888,0.000
clueweb12-0101wb-55-17198,556,4,5,0.756,0.843,0.733
clueweb12-0410wb-52-06162,423,10,11,0.720,0.720,0.890
clueweb12-0302wb-81-05071,487,22,12,0.743,0.601,0.896
clueweb12-1710wb-75-17863,281,1,2,0.818,0.888,0.595
clueweb12-0302wb-99-09729,1070,45,1,0.720,0.546,0.571
clueweb12-1415wb-20-09546,27,6,5,0.758,0.821,0.785
clueweb12-1714wb-45-18552,179,2,5,0.790,0.688,0.834
clueweb12-0511wb-16-00978,21,0,0,0.836,0.000,0.000
clueweb12-1006wb-24-12567,242,48,3,0.729,0.679,0.945
clueweb12-1000tw-71-02084,194,5,11,0.757,0.536,0.894
clueweb12-0111wb-04-01064,559,7,2,0.764,0.637,0.642
clueweb12-0409wb-91-32158,868,1,1,0.780,0.327,0.571
clueweb12-0918wb-54-09188,64,1,10,0.713,0.888,0.794
clueweb12-0302wb-29-02988,260,7,2,0.708,0.717,0.900
clueweb12-1802wb-91-05494,0,0,0,0.000,0.000,0.000
clueweb12-0811wb-13-16558,0,0,0,0.000,0.000,0.000
clueweb12-1113wb-51-08959,205,4,1,0.827,0.539,0.829
clueweb12-1413wb-67-17767,3215,87,14,0.789,0.645,0.695
clueweb12-0710wb-91-07652,115,0,3,0.770,0.000,0.493
clueweb12-1107wb-73-13579,803,38,24,0.680,0.560,0.689
clueweb12-0108wb-45-28081,996,12,9,0.736,0.758,0.803
clueweb12-0106wb-69-09669,126,2,0,0.756,0.550,0.000
clueweb12-0303wb-28-24043,255,4,3,0.774,0.654,0.873
clueweb12-1005wb-19-03345,5517,197,13,0.679,0.597,0.521
clueweb12-0915wb-42-06796,2859,55,81,0.762,0.622,0.841
clueweb12-0001wb-95-29256,454,38,8,0.788,0.694,0.862
clueweb12-1807wb-88-06155,108,20,0,0.731,0.627,0.000
clueweb12-0919wb-12-05838,12002,110,50,0.716,0.643,0.692
clueweb12-1013wb-82-10576,448,0,9,0.795,0.000,0.762
clueweb12-1313wb-45-14106,1632,43,51,0.751,0.474,0.839
clueweb12-1102wb-61-22585,0,0,0,0.000,0.000,0.000
clueweb12-0200wb-52-29932,9,1,0,0.640,0.462,0.000
clueweb12-0000wb-56-17787,65,6,3,0.716,0.728,0.725
clueweb12-1007wb-37-03360,0,0,0,0.000,0.000,0.000
clueweb12-1413wb-65-01953,0,0,0,0.000,0.000,0.000
clueweb12-0110wb-94-27162,0,0,0,0.000,0.000,0.000
clueweb12-0003wb-23-04409,860,8,17,0.738,0.775,0.899
clueweb12-0813wb-59-26346,68,3,1,0.701,0.586,0.595
clueweb12-1808wb-24-31099,732,19,30,0.725,0.698,0.754
clueweb12-0307wb-20-30134,29,0,0,0.772,0.000,0.000
clueweb12-1913wb-35-17725,23,1,1,0.667,0.389,0.600
clueweb12-1100wb-26-11487,468,17,13,0.730,0.654,0.743
clueweb12-0203wb-88-16375,259,3,0,0.740,0.765,0.000
clueweb12-0107wb-32-12302,6660,135,101,0.734,0.776,0.703
clueweb12-0700wb-26-20216,1011,16,10,0.706,0.604,0.853
clueweb12-1310wb-69-18563,0,0,0,0.000,0.000,0.000
clueweb12-1805wb-18-04368,569,37,8,0.732,0.513,0.703
clueweb12-0205wb-86-31710,395,1,0,0.749,0.299,0.000
clueweb12-0203wb-17-01875,4100,195,107,0.787,0.701,0.873
clueweb12-0000wb-48-07261,485,10,25,0.734,0.552,0.829
clueweb12-1215wb-27-17673,67,0,3,0.756,0.000,0.842
clueweb12-0007wb-81-11615,453,4,1,0.793,0.704,0.571
clueweb12-1205wb-71-08954,730,22,17,0.746,0.627,0.652
clueweb12-1715wb-64-19774,147,0,5,0.741,0.000,0.738
clueweb12-1812wb-62-07344,0,0,0,0.000,0.000,0.000
clueweb12-0000wb-77-06046,520,9,8,0.770,0.530,0.787
clueweb12-0205wb-15-08538,4078,453,22,0.756,0.468,0.767
clueweb12-0907wb-41-17364,23,0,0,0.838,0.000,0.000
clueweb12-0911wb-13-01835,910,49,14,0.773,0.645,0.678
clueweb12-0006wb-73-07526,307,0,6,0.752,0.000,0.955
clueweb12-1201wb-40-19569,413,3,12,0.765,0.601,0.651
clueweb12-0501wb-66-35767,366,7,11,0.794,0.729,0.955
clueweb12-1705wb-89-09723,62,0,0,0.764,0.000,0.000
clueweb12-0900tw-70-19088,268,3,7,0.783,0.572,0.896
clueweb12-0002wb-44-04777,56,2,1,0.705,0.688,0.963
clueweb12-0607wb-45-24527,312,7,0,0.784,0.709,0.000
clueweb12-0306wb-44-24594,70,2,0,0.805,0.763,0.000
