filename,n_chv_concepts,n_chv_dsyn_concepts,n_chv_sosy_concepts,avg_chv_value_all,avg_chv_value_dsyn,avg_chv_value_sosy,n_msh_concepts,n_msh_dsyn_concepts,n_msh_sosy_concepts,avg_tree_length_all,avg_tree_length_dsyn,avg_tree_length_sosy
clueweb12-0105wb-30-30735,2658.0,27.0,165.0,0.742,0.626,0.87,1522.0,28.0,147.0,5.784,5.071,11.599
clueweb12-0402wb-94-26854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clueweb12-0708wb-43-01185,2706.0,144.0,56.0,0.71,0.62,0.74,1679.0,158.0,34.0,5.361,4.316,6.765
clueweb12-0917wb-85-07716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clueweb12-0706wb-93-31622,231.0,6.0,1.0,0.756,0.714,0.595,108.0,4.0,1.0,5.296,4.0,10.0
clueweb12-1611wb-11-19898,356.0,5.0,9.0,0.72,0.73,0.726,213.0,7.0,3.0,5.451,3.429,9.667
clueweb12-0308wb-51-12006,390.0,11.0,27.0,0.802,0.565,0.87,216.0,13.0,25.0,6.269,9.462,11.32
clueweb12-0304wb-63-05046,1194.0,119.0,10.0,0.739,0.616,0.866,768.0,122.0,5.0,6.53,8.689,4.2
clueweb12-1203wb-01-09739,386.0,12.0,2.0,0.734,0.626,0.763,192.0,14.0,1.0,6.115,5.071,13.0
clueweb12-1811wb-48-13333,479.0,8.0,31.0,0.749,0.729,0.869,297.0,9.0,30.0,6.667,3.111,11.567
clueweb12-1908wb-47-16014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clueweb12-1301wb-02-24411,802.0,24.0,41.0,0.786,0.724,0.883,417.0,28.0,38.0,6.228,4.393,10.395
clueweb12-0410wb-49-15372,28.0,0.0,0.0,0.743,0.0,0.0,11.0,0.0,0.0,5.545,0.0,0.0
clueweb12-0606wb-55-18469,10095.0,649.0,125.0,0.751,0.495,0.79,6082.0,731.0,91.0,5.499,5.591,8.835
clueweb12-0409wb-43-09949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clueweb12-0507wb-17-07504,1728.0,123.0,30.0,0.758,0.659,0.836,1049.0,142.0,20.0,5.789,6.324,5.2
clueweb12-0003wb-73-05543,94.0,3.0,2.0,0.746,0.766,0.489,55.0,5.0,0.0,4.909,6.2,0.0
clueweb12-1612wb-09-19371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clueweb12-1000tw-30-13932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clueweb12-1903wb-84-25236,185.0,21.0,0.0,0.76,0.638,0.0,127.0,21.0,0.0,3.677,5.619,0.0
clueweb12-0401tw-15-20792,76.0,0.0,3.0,0.713,0.0,0.91,39.0,0.0,3.0,6.513,0.0,8.0
clueweb12-0210wb-61-26414,1084.0,96.0,13.0,0.744,0.628,0.798,688.0,103.0,11.0,4.933,4.34,10.545
clueweb12-1700wb-64-10748,62.0,11.0,0.0,0.713,0.62,0.0,38.0,11.0,0.0,5.211,7.909,0.0
clueweb12-0208wb-16-21382,1295.0,15.0,7.0,0.727,0.682,0.703,740.0,16.0,5.0,5.462,8.188,6.8
clueweb12-1214wb-07-18898,690.0,24.0,17.0,0.764,0.751,0.828,387.0,25.0,12.0,5.393,3.2,10.583
clueweb12-0203wb-52-00590,2169.0,23.0,24.0,0.781,0.684,0.825,1227.0,20.0,12.0,5.893,9.15,10.0
clueweb12-0511wb-25-25522,21.0,2.0,0.0,0.724,0.632,0.0,11.0,1.0,0.0,7.273,8.0,0.0
clueweb12-0302wb-37-16476,645.0,7.0,18.0,0.767,0.67,0.896,395.0,8.0,15.0,5.284,7.25,9.467
clueweb12-1909wb-96-19170,2330.0,94.0,51.0,0.744,0.628,0.76,1504.0,106.0,35.0,5.909,5.292,7.114
clueweb12-1613wb-95-04015,1470.0,25.0,4.0,0.723,0.703,0.711,918.0,28.0,3.0,4.66,4.036,6.667
clueweb12-0301wb-46-11924,201.0,10.0,2.0,0.783,0.788,0.949,117.0,11.0,1.0,5.769,3.364,13.0
clueweb12-1804wb-67-26345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clueweb12-1006wb-56-22386,210.0,10.0,1.0,0.744,0.515,0.595,119.0,11.0,1.0,5.832,4.909,10.0
clueweb12-0303wb-55-29897,598.0,1.0,57.0,0.778,0.627,0.688,314.0,1.0,4.0,5.341,6.0,8.75
clueweb12-1803wb-18-17719,223.0,6.0,1.0,0.671,0.687,0.915,130.0,15.0,1.0,6.485,13.867,4.0
clueweb12-0106wb-64-18852,291.0,14.0,6.0,0.768,0.605,0.897,178.0,15.0,4.0,6.612,4.867,12.25
clueweb12-0112wb-00-33718,2476.0,129.0,46.0,0.721,0.776,0.749,1378.0,140.0,149.0,5.329,4.071,9.973
clueweb12-0001wb-37-06668,164.0,6.0,0.0,0.778,0.682,0.0,93.0,9.0,0.0,4.688,7.556,0.0
clueweb12-0410wb-19-25823,48.0,0.0,0.0,0.793,0.0,0.0,14.0,0.0,0.0,4.143,0.0,0.0
clueweb12-1910wb-33-01652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clueweb12-0107wb-19-00938,276.0,1.0,6.0,0.792,0.888,0.585,138.0,3.0,5.0,5.435,3.667,8.8
clueweb12-0003wb-13-16996,224.0,0.0,0.0,0.786,0.0,0.0,114.0,2.0,0.0,5.816,4.0,0.0
clueweb12-0200wb-93-26943,624.0,49.0,25.0,0.671,0.432,0.753,382.0,53.0,20.0,5.296,4.679,6.9
clueweb12-0508wb-69-23357,119.0,1.0,0.0,0.761,0.678,0.0,60.0,1.0,0.0,4.633,3.0,0.0
clueweb12-0005wb-35-21509,62.0,0.0,0.0,0.718,0.0,0.0,27.0,0.0,0.0,5.111,0.0,0.0
clueweb12-0112wb-21-06973,1149.0,16.0,32.0,0.768,0.68,0.833,714.0,27.0,25.0,6.405,6.63,5.72
clueweb12-1010wb-15-09061,3268.0,46.0,14.0,0.776,0.579,0.846,2069.0,78.0,10.0,6.083,9.385,13.6
clueweb12-1308wb-43-14361,239.0,2.0,0.0,0.664,0.827,0.0,118.0,2.0,0.0,5.271,4.5,0.0
clueweb12-0209wb-64-00237,1246.0,14.0,24.0,0.772,0.684,0.846,664.0,19.0,9.0,5.173,7.211,10.556
clueweb12-0703wb-74-00581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clueweb12-1907wb-05-13686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clueweb12-0402wb-46-25491,1624.0,99.0,13.0,0.717,0.56,0.812,779.0,92.0,8.0,5.985,6.815,8.375
clueweb12-1505wb-52-22610,1543.0,116.0,28.0,0.746,0.642,0.853,931.0,95.0,18.0,4.724,4.116,10.0
clueweb12-0008wb-61-02855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clueweb12-1804wb-16-23970,199.0,8.0,0.0,0.796,0.541,0.0,134.0,8.0,0.0,5.149,12.0,0.0
clueweb12-1808wb-38-12208,2826.0,191.0,12.0,0.671,0.505,0.798,1787.0,198.0,12.0,5.847,5.53,6.417
clueweb12-0312wb-01-17235,3010.0,65.0,34.0,0.696,0.533,0.727,1579.0,69.0,27.0,5.905,5.623,7.444
clueweb12-0405wb-59-29759,193.0,2.0,0.0,0.804,0.429,0.0,140.0,3.0,0.0,5.286,12.667,0.0
clueweb12-0204wb-25-16345,42.0,3.0,1.0,0.734,0.596,0.926,33.0,4.0,0.0,4.788,12.75,0.0
clueweb12-0203wb-49-15899,253.0,16.0,8.0,0.757,0.591,0.766,171.0,16.0,8.0,7.094,5.312,9.25
clueweb12-0000tw-25-00464,121.0,3.0,0.0,0.792,0.578,0.0,71.0,1.0,0.0,4.62,3.0,0.0
clueweb12-0701wb-52-33523,784.0,11.0,8.0,0.784,0.637,0.952,476.0,13.0,8.0,5.464,3.615,13.375
clueweb12-1005wb-36-10988,107.0,8.0,4.0,0.717,0.559,0.676,64.0,11.0,3.0,6.0,8.727,3.0
clueweb12-1514wb-34-22650,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clueweb12-1000wb-52-07470,97.0,0.0,0.0,0.77,0.0,0.0,56.0,1.0,0.0,5.25,3.0,0.0
clueweb12-1613wb-28-02536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clueweb12-1007wb-46-08571,13.0,0.0,0.0,0.773,0.0,0.0,9.0,0.0,0.0,6.222,0.0,0.0
clueweb12-1412wb-05-04189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clueweb12-0408wb-22-10339,90.0,12.0,1.0,0.79,0.722,0.941,57.0,12.0,0.0,6.175,7.333,0.0
clueweb12-1112wb-73-05103,334.0,3.0,1.0,0.795,0.888,0.595,178.0,4.0,1.0,4.326,3.25,10.0
clueweb12-1505wb-12-26582,167.0,11.0,3.0,0.752,0.633,0.843,78.0,11.0,1.0,4.628,6.0,13.0
clueweb12-1802wb-32-09509,13.0,0.0,1.0,0.779,0.0,0.963,4.0,0.0,0.0,4.0,0.0,0.0
clueweb12-0005wb-73-11326,412.0,12.0,13.0,0.718,0.539,0.9,237.0,14.0,11.0,6.266,8.0,10.727
clueweb12-0814wb-03-01857,14.0,0.0,0.0,0.774,0.0,0.0,7.0,0.0,0.0,4.857,0.0,0.0
clueweb12-0009wb-15-22821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clueweb12-1608wb-74-25422,567.0,7.0,8.0,0.781,0.637,0.822,262.0,9.0,2.0,6.057,8.889,8.5
clueweb12-0607wb-79-06269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clueweb12-0211wb-36-25463,4635.0,11.0,9.0,0.76,0.705,0.763,2523.0,22.0,7.0,4.042,6.636,5.714
clueweb12-1305wb-49-06674,230.0,18.0,32.0,0.768,0.589,0.864,173.0,18.0,31.0,5.312,4.889,10.097
clueweb12-1905wb-98-21291,157.0,0.0,0.0,0.788,0.0,0.0,91.0,0.0,0.0,5.033,0.0,0.0
clueweb12-1012wb-17-27831,1890.0,49.0,12.0,0.712,0.507,0.812,1084.0,48.0,8.0,5.833,7.417,4.875
clueweb12-0111wb-51-05646,627.0,20.0,27.0,0.719,0.651,0.756,397.0,26.0,25.0,8.174,7.308,6.68
clueweb12-0205wb-64-16084,260.0,2.0,4.0,0.729,0.888,0.637,135.0,2.0,4.0,5.637,3.0,13.0
clueweb12-1501wb-32-02577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clueweb12-0306wb-50-10510,946.0,10.0,37.0,0.759,0.676,0.815,499.0,10.0,21.0,5.992,7.9,10.238
clueweb12-1213wb-11-21192,148.0,2.0,1.0,0.81,0.888,0.955,69.0,3.0,1.0,4.203,3.0,13.0
clueweb12-0716wb-13-07618,774.0,1.0,0.0,0.756,0.473,0.0,374.0,6.0,0.0,5.241,3.167,0.0
clueweb12-1901wb-11-26808,446.0,7.0,21.0,0.743,0.641,0.842,250.0,7.0,15.0,5.44,3.857,9.867
clueweb12-0813wb-28-26322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clueweb12-0901wb-50-18210,33.0,0.0,0.0,0.795,0.0,0.0,12.0,0.0,0.0,4.833,0.0,0.0
clueweb12-0412wb-28-01782,146.0,3.0,2.0,0.788,0.782,0.454,98.0,1.0,2.0,4.878,3.0,7.0
clueweb12-0108wb-11-25279,836.0,1.0,154.0,0.813,0.888,0.885,348.0,1.0,68.0,5.621,3.0,13.0
clueweb12-1509wb-87-02489,10.0,0.0,0.0,0.796,0.0,0.0,5.0,0.0,0.0,8.0,0.0,0.0
clueweb12-0104wb-97-26214,1762.0,67.0,42.0,0.739,0.513,0.743,1008.0,75.0,30.0,5.291,5.213,6.133
clueweb12-1112wb-09-10820,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clueweb12-0110wb-02-31412,14.0,1.0,0.0,0.787,0.637,0.0,8.0,0.0,0.0,7.5,0.0,0.0
clueweb12-0304wb-37-00994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clueweb12-1910wb-76-07545,659.0,21.0,55.0,0.768,0.522,0.796,392.0,34.0,36.0,6.569,9.441,8.472
clueweb12-0303wb-50-04668,291.0,24.0,7.0,0.739,0.574,0.836,157.0,21.0,5.0,7.057,11.048,11.8
clueweb12-0807wb-24-24804,1159.0,30.0,5.0,0.785,0.735,0.575,627.0,32.0,2.0,5.335,6.438,10.0
clueweb12-0717wb-13-04527,320.0,2.0,1.0,0.704,0.733,0.6,200.0,1.0,1.0,4.68,3.0,4.0
clueweb12-1412wb-35-15777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clueweb12-0605wb-55-23547,984.0,40.0,11.0,0.77,0.615,0.791,530.0,42.0,10.0,5.634,4.19,7.8
clueweb12-1216wb-50-06993,93.0,4.0,0.0,0.795,0.788,0.0,50.0,5.0,0.0,5.92,4.6,0.0
clueweb12-0111wb-89-09499,71.0,2.0,5.0,0.734,0.575,0.776,39.0,3.0,5.0,5.949,3.333,11.8
clueweb12-0210wb-16-17598,182.0,6.0,6.0,0.749,0.635,0.897,80.0,6.0,4.0,5.7,4.333,12.25
clueweb12-0818wb-83-34083,164.0,0.0,1.0,0.79,0.0,0.595,81.0,0.0,1.0,5.605,0.0,10.0
clueweb12-1402wb-76-25016,422.0,4.0,5.0,0.806,0.684,0.78,218.0,7.0,3.0,5.826,5.714,6.0
clueweb12-1406wb-76-30805,883.0,11.0,11.0,0.733,0.715,0.797,508.0,14.0,4.0,5.878,5.214,7.25
clueweb12-1711wb-99-16470,845.0,11.0,7.0,0.766,0.552,0.852,433.0,15.0,2.0,5.693,4.733,8.0
clueweb12-0601wb-37-08133,159.0,2.0,0.0,0.768,0.588,0.0,89.0,3.0,0.0,5.034,3.333,0.0
clueweb12-1214wb-67-05244,1024.0,2.0,2.0,0.74,0.436,0.871,636.0,4.0,0.0,6.923,4.25,0.0
clueweb12-0207wb-19-04306,21.0,2.0,0.0,0.724,0.632,0.0,11.0,1.0,0.0,7.273,8.0,0.0
clueweb12-0509wb-40-19209,68.0,0.0,0.0,0.676,0.0,0.0,30.0,0.0,0.0,5.033,0.0,0.0
clueweb12-0700tw-78-07935,122.0,0.0,0.0,0.833,0.0,0.0,64.0,0.0,0.0,5.969,0.0,0.0
clueweb12-1400tw-34-06105,46.0,2.0,1.0,0.756,0.593,0.762,31.0,1.0,1.0,5.484,7.0,7.0
clueweb12-1200wb-32-05817,251.0,9.0,9.0,0.62,0.736,0.775,134.0,11.0,4.0,5.112,4.727,7.25
clueweb12-0400wb-70-27023,143.0,0.0,2.0,0.738,0.0,0.657,94.0,0.0,2.0,4.074,0.0,3.0
clueweb12-0510wb-52-01367,2139.0,102.0,87.0,0.77,0.626,0.711,1118.0,103.0,87.0,6.273,10.728,8.103
clueweb12-0111wb-57-13183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clueweb12-1811wb-18-11766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clueweb12-0404wb-45-26740,125.0,1.0,0.0,0.743,0.578,0.0,71.0,1.0,0.0,4.352,4.0,0.0
clueweb12-1800wb-12-09569,19.0,0.0,0.0,0.854,0.0,0.0,10.0,0.0,0.0,9.3,0.0,0.0
clueweb12-0008wb-63-08710,726.0,7.0,3.0,0.778,0.843,0.668,411.0,11.0,2.0,5.248,3.182,5.0
clueweb12-0308wb-46-00475,376.0,8.0,1.0,0.751,0.479,0.637,247.0,10.0,1.0,5.798,12.0,19.0
clueweb12-0312wb-25-15367,428.0,4.0,1.0,0.803,0.818,0.595,218.0,4.0,1.0,4.239,3.0,10.0
clueweb12-0002wb-89-19718,200.0,0.0,1.0,0.787,0.0,0.91,91.0,2.0,1.0,7.198,3.5,8.0
clueweb12-0300wb-46-03089,215.0,8.0,11.0,0.76,0.497,0.716,138.0,8.0,9.0,6.717,12.625,7.111
clueweb12-0607wb-08-33062,39.0,2.0,1.0,0.661,0.422,0.955,19.0,3.0,1.0,5.263,4.333,13.0
clueweb12-1805wb-91-16213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clueweb12-0817wb-93-24536,79.0,0.0,5.0,0.784,0.0,0.559,43.0,0.0,5.0,6.744,0.0,9.0
clueweb12-0103wb-82-00083,510.0,25.0,57.0,0.782,0.568,0.923,303.0,30.0,55.0,6.594,4.067,12.418
clueweb12-0207wb-06-32793,238.0,18.0,3.0,0.729,0.564,0.828,149.0,19.0,1.0,4.161,3.053,3.0
clueweb12-0612wb-20-16567,41.0,1.0,0.0,0.753,0.465,0.0,21.0,1.0,0.0,6.857,4.0,0.0
clueweb12-1811wb-36-08292,5497.0,138.0,106.0,0.767,0.559,0.741,3137.0,159.0,86.0,5.731,7.704,8.837
clueweb12-1213wb-08-21651,1164.0,118.0,57.0,0.718,0.659,0.744,700.0,124.0,40.0,4.739,4.613,7.075
clueweb12-0507wb-52-32335,465.0,21.0,6.0,0.742,0.728,0.825,271.0,23.0,6.0,4.93,4.522,5.333
clueweb12-0511wb-92-31571,468.0,6.0,2.0,0.724,0.517,0.926,281.0,8.0,2.0,5.779,5.0,13.0
clueweb12-0512wb-42-01958,485.0,2.0,11.0,0.819,0.651,0.732,230.0,2.0,9.0,5.222,13.5,8.889
clueweb12-0300wb-34-28979,31.0,0.0,0.0,0.77,0.0,0.0,23.0,0.0,0.0,5.261,0.0,0.0
clueweb12-1913wb-22-06916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clueweb12-0106wb-38-21952,108.0,0.0,0.0,0.846,0.0,0.0,55.0,0.0,0.0,6.473,0.0,0.0
clueweb12-1306wb-43-18381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clueweb12-0912wb-42-20005,985.0,54.0,11.0,0.809,0.633,0.84,628.0,56.0,6.0,4.919,4.679,10.333
clueweb12-0010wb-73-21958,805.0,17.0,8.0,0.717,0.582,0.72,448.0,21.0,7.0,6.045,5.81,7.429
clueweb12-1908wb-15-17925,191.0,1.0,1.0,0.754,0.763,0.926,121.0,3.0,0.0,8.421,12.0,0.0
clueweb12-1703wb-69-25060,77.0,0.0,5.0,0.791,0.0,0.823,56.0,2.0,5.0,4.893,3.0,9.0
clueweb12-0600tw-16-05685,130.0,6.0,6.0,0.751,0.739,0.816,69.0,7.0,6.0,5.333,3.714,8.333
clueweb12-0112wb-38-19075,55.0,0.0,0.0,0.775,0.0,0.0,36.0,0.0,0.0,5.194,0.0,0.0
clueweb12-0004wb-62-21057,156.0,8.0,0.0,0.736,0.712,0.0,96.0,8.0,0.0,8.698,4.625,0.0
clueweb12-1807wb-49-16871,97.0,3.0,1.0,0.729,0.562,0.794,52.0,2.0,1.0,4.962,5.0,8.0
clueweb12-0401wb-16-16428,293.0,5.0,15.0,0.798,0.883,0.72,133.0,5.0,7.0,7.218,3.6,10.857
clueweb12-0200tw-46-07044,165.0,1.0,7.0,0.772,0.582,0.83,96.0,1.0,7.0,6.198,12.0,11.571
clueweb12-0111wb-56-24968,678.0,14.0,19.0,0.75,0.742,0.775,405.0,14.0,10.0,5.644,4.429,8.3
clueweb12-0006wb-26-14416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clueweb12-1712wb-34-25066,602.0,34.0,20.0,0.74,0.515,0.675,365.0,28.0,14.0,6.263,13.393,7.357
clueweb12-1008wb-68-10870,56.0,3.0,5.0,0.748,0.786,0.648,35.0,3.0,4.0,4.971,6.0,8.0
clueweb12-1006wb-84-25073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clueweb12-1603wb-03-08308,38.0,1.0,1.0,0.837,0.888,0.926,22.0,2.0,0.0,5.273,3.5,0.0
clueweb12-0007wb-77-04243,192.0,0.0,1.0,0.782,0.0,0.571,92.0,0.0,0.0,4.978,0.0,0.0
clueweb12-0601wb-52-31113,25.0,0.0,0.0,0.803,0.0,0.0,9.0,0.0,0.0,5.0,0.0,0.0
clueweb12-1507wb-91-37513,32.0,0.0,0.0,0.773,0.0,0.0,19.0,0.0,0.0,4.684,0.0,0.0
clueweb12-0202wb-44-02253,389.0,8.0,1.0,0.687,0.433,0.454,247.0,8.0,1.0,5.543,7.875,7.0
clueweb12-0307wb-71-01702,264.0,24.0,0.0,0.735,0.602,0.0,177.0,23.0,0.0,7.192,8.043,0.0
clueweb12-0502wb-54-30328,74.0,0.0,0.0,0.835,0.0,0.0,53.0,0.0,0.0,4.358,0.0,0.0
clueweb12-0102wb-19-02057,728.0,26.0,52.0,0.795,0.815,0.916,413.0,27.0,55.0,5.298,3.963,11.964
clueweb12-1215wb-21-13847,1509.0,28.0,4.0,0.773,0.684,0.596,807.0,30.0,2.0,5.555,6.567,8.5
clueweb12-1400tw-55-14612,163.0,6.0,0.0,0.729,0.785,0.0,100.0,6.0,1.0,4.17,7.0,7.0
clueweb12-0201wb-61-19682,205.0,9.0,1.0,0.795,0.583,0.926,104.0,10.0,0.0,5.154,3.9,0.0
clueweb12-0807wb-93-06337,152.0,2.0,16.0,0.789,0.766,0.789,106.0,3.0,14.0,5.453,5.0,8.643
clueweb12-0000wb-06-29427,15.0,0.0,0.0,0.683,0.0,0.0,10.0,0.0,0.0,4.9,0.0,0.0
clueweb12-0003wb-74-19747,346.0,37.0,13.0,0.759,0.681,0.9,225.0,19.0,6.0,4.822,7.579,10.167
clueweb12-0101wb-88-07628,3112.0,222.0,79.0,0.729,0.607,0.722,1738.0,239.0,65.0,5.349,5.506,4.569
clueweb12-0500wb-31-14942,219.0,8.0,6.0,0.747,0.557,0.839,127.0,9.0,6.0,4.961,3.333,12.0
clueweb12-1600tw-37-14199,582.0,15.0,14.0,0.766,0.645,0.753,313.0,22.0,11.0,5.879,8.273,7.273
clueweb12-1515wb-85-09987,119.0,3.0,1.0,0.763,0.795,0.963,65.0,3.0,0.0,4.523,2.333,0.0
clueweb12-1314wb-13-12438,1336.0,7.0,6.0,0.767,0.722,0.727,727.0,9.0,4.0,7.495,3.444,2.75
clueweb12-0501wb-87-08274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clueweb12-1208wb-42-18927,948.0,5.0,1.0,0.772,0.888,0.571,520.0,7.0,0.0,4.581,3.143,0.0
clueweb12-0406wb-85-29316,48.0,0.0,3.0,0.814,0.0,0.951,27.0,0.0,2.0,5.556,0.0,13.0
clueweb12-1811wb-36-02915,23.0,0.0,0.0,0.809,0.0,0.0,19.0,0.0,0.0,5.421,0.0,0.0
clueweb12-0405wb-20-09395,209.0,1.0,2.0,0.761,0.888,0.939,84.0,2.0,1.0,7.964,4.5,4.0
clueweb12-1908wb-07-13253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clueweb12-0002wb-39-33179,399.0,43.0,10.0,0.718,0.662,0.845,228.0,20.0,4.0,5.513,7.15,6.0
clueweb12-1201wb-26-18413,1066.0,8.0,42.0,0.769,0.644,0.665,508.0,8.0,26.0,5.4,8.75,4.269
clueweb12-0111wb-14-12826,198.0,1.0,6.0,0.772,0.327,0.869,102.0,1.0,4.0,6.108,22.0,10.75
clueweb12-0203wb-43-04175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clueweb12-1203wb-92-11561,139.0,0.0,0.0,0.76,0.0,0.0,36.0,0.0,0.0,5.278,0.0,0.0
clueweb12-1117wb-62-24066,2790.0,98.0,42.0,0.721,0.602,0.863,1378.0,95.0,33.0,5.393,6.747,12.485
clueweb12-0804wb-19-03972,286.0,1.0,7.0,0.73,0.888,0.661,178.0,2.0,7.0,5.798,3.5,10.857
clueweb12-1513wb-15-05646,76.0,5.0,3.0,0.735,0.444,0.845,42.0,6.0,2.0,5.286,7.667,11.5
clueweb12-0306wb-52-26027,601.0,85.0,1.0,0.75,0.69,0.955,454.0,87.0,1.0,3.606,3.92,13.0
clueweb12-0716wb-80-05854,145.0,9.0,10.0,0.739,0.493,0.675,67.0,9.0,7.0,5.896,7.333,8.714
clueweb12-0912wb-08-08093,198.0,6.0,2.0,0.811,0.534,0.913,127.0,6.0,1.0,4.898,6.5,6.0
clueweb12-1507wb-30-17025,636.0,67.0,29.0,0.739,0.667,0.813,378.0,67.0,18.0,5.484,7.731,5.556
clueweb12-0310wb-88-05752,542.0,32.0,16.0,0.742,0.571,0.786,295.0,21.0,11.0,5.295,3.571,8.182
clueweb12-0108wb-72-03950,65.0,0.0,0.0,0.791,0.0,0.0,20.0,0.0,0.0,5.35,0.0,0.0
clueweb12-0010wb-11-14498,6743.0,564.0,130.0,0.729,0.632,0.801,4057.0,607.0,107.0,5.686,5.404,6.804
clueweb12-0702wb-23-08611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clueweb12-1201tw-29-08785,47.0,1.0,0.0,0.831,0.588,0.0,21.0,1.0,0.0,3.286,3.0,0.0
clueweb12-1406wb-20-25085,30.0,0.0,0.0,0.76,0.0,0.0,21.0,0.0,0.0,4.048,0.0,0.0
clueweb12-1909wb-44-33324,1716.0,1.0,1.0,0.778,0.151,0.571,884.0,7.0,1.0,6.114,9.571,2.0
clueweb12-1414wb-54-11881,33.0,0.0,0.0,0.696,0.0,0.0,14.0,0.0,0.0,4.071,0.0,0.0
clueweb12-0111wb-48-22586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clueweb12-1216wb-74-30119,110.0,2.0,6.0,0.754,0.533,0.656,51.0,2.0,6.0,5.02,7.0,6.0
clueweb12-1802wb-92-11946,538.0,8.0,1.0,0.687,0.568,0.442,282.0,8.0,1.0,5.766,4.375,3.0
clueweb12-0112wb-34-13790,1866.0,39.0,70.0,0.768,0.679,0.824,863.0,52.0,33.0,6.334,4.327,10.697
clueweb12-1906wb-19-04347,51.0,1.0,0.0,0.783,0.678,0.0,35.0,1.0,0.0,5.629,3.0,0.0
clueweb12-0106wb-82-23221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clueweb12-0109wb-23-28306,121.0,0.0,0.0,0.728,0.0,0.0,55.0,0.0,0.0,4.855,0.0,0.0
clueweb12-1709wb-01-06772,197.0,2.0,0.0,0.799,0.888,0.0,106.0,2.0,0.0,5.377,3.0,0.0
clueweb12-1607wb-33-10111,73.0,4.0,0.0,0.802,0.507,0.0,47.0,5.0,0.0,6.298,5.8,0.0
clueweb12-1815wb-14-26262,1889.0,107.0,3.0,0.727,0.597,0.579,1213.0,102.0,1.0,6.184,9.853,10.0
clueweb12-1302wb-65-12146,125.0,0.0,2.0,0.796,0.0,0.595,83.0,1.0,2.0,5.735,3.0,10.0
clueweb12-1406wb-61-17441,448.0,19.0,9.0,0.718,0.61,0.624,198.0,21.0,6.0,6.359,7.333,5.5
